Item_Weight,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Type,Item_Identifier_DR,Item_Identifier_FD,Item_Identifier_NC,Item_Fat_Content_Low Fat,Item_Fat_Content_Regular,Outlet_Size_High,Outlet_Size_Medium,Outlet_Size_Small,Outlet_Location_Type_Tier 1,Outlet_Location_Type_Tier 2,Outlet_Location_Type_Tier 3,Item_Outlet_Sales
20.7,0.100583009,6,123.5388,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
8.51,0.078526225,13,173.5422,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
8.6,0.053930934,1,131.531,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
6.865,0.01405025,14,128.9652,3,12,2,1,0,0,1,0,0,1,0,0,0,1,1
10.8,0.082150145,4,192.9504,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
11.6,0.144017405,4,238.3222,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
13.65,0.065618434,5,47.6402,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
5.175,0.03736783,3,86.9224,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
10,0.046116319,5,141.818,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
11.6,0.144241314,4,239.4222,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
19.1,0.067569539,9,43.0796,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
14,0.024468806,9,41.1454,2,14,1,0,0,1,1,0,0,0,1,0,1,0,0
13.5,0.05510153,8,37.0874,7,19,1,0,0,1,1,0,0,0,1,0,1,0,0
18.35,0.014081156,9,223.5746,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
13.5,0.068148886,4,58.6562,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
9.5,0.053930934,5,231.3668,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
7,0.053930934,3,105.628,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
8.895,0.125222705,9,113.3544,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
16.1,0.057422821,6,253.7356,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
7.485,0.069231189,13,112.1228,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
8.355,0.013926425,0,93.0462,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
13.35,0.032230526,10,61.4194,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
19.7,0.053178425,6,55.993,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
6.865,0.056783389,13,214.5218,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
7.315,0.015332872,13,154.034,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
15.5,0.143670179,5,48.4692,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
7.42,0.020387989,13,247.1092,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
8.185,0.046747071,6,49.9692,2,14,1,0,1,0,1,0,0,0,1,0,1,0,0
7.72,0.122015744,6,121.744,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
17.5,0.01558456,6,185.1266,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
15.6,0.042179884,13,174.7054,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
21.1,0.161474419,6,62.9168,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
7.3,0.144167934,5,146.3076,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
13.35,0.065082452,0,93.0804,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
16.2,0.063385859,3,98.17,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
13.65,0.049209192,6,150.005,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
17,0.119871307,5,248.3434,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
17.85,0.087604647,1,196.9794,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
14.5,0.061986574,4,153.0998,8,24,1,1,0,0,1,0,0,0,1,1,0,0,1
15.1,0.105831117,6,41.6796,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
8.895,0.088305478,13,123.473,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
10.8,0.028988288,13,239.2222,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
7.6,0.142699588,15,171.7448,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
9.8,0.090390357,11,192.1478,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
17.75,0.055159054,6,145.6444,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
5.92,0.019200003,14,47.7692,8,24,1,1,0,0,0,1,0,0,1,1,0,0,0
14.15,0.095360186,14,172.3106,6,17,1,1,0,0,1,0,0,0,1,0,1,0,1
8.235,0.014518575,8,182.195,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
7.42,0.025886443,13,189.1872,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
20.85,0.121438886,13,196.1452,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
7.96,0.053930934,3,160.7894,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
7.655,0.032009653,3,117.2492,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
14.15,0.00879232,9,195.011,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
8.895,0.072545601,2,176.237,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
21.1,0.020803054,2,129.7994,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
12.6,0.087436672,6,109.9228,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
18.2,0.066567121,6,250.2092,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
12.35,0.041737627,8,33.1216,8,24,1,0,0,1,1,0,0,0,1,1,0,0,0
7.31,0.026783871,13,108.157,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
9.42,0.043690499,5,60.2194,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
15,0.048841794,14,64.7168,5,36,3,1,0,0,1,0,0,1,0,0,0,1,1
17.75,0.030568919,11,177.866,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
9.195,0.047827139,9,105.3622,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
9.195,0.122202946,6,100.1016,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
12,0.033946163,3,179.3976,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
18.85,0.14095631,3,167.7132,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
7.6,0.142410775,15,171.9448,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
16.75,0.032771033,8,192.3162,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
11.5,0.173516063,6,128.1652,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
17.75,0.194874778,11,110.2912,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
20.25,0.022507877,4,248.1092,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
6.785,0.041779181,10,43.4112,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
17.7,0.016582833,6,50.5034,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.7,0.042270751,5,162.521,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
16.7,0.070133177,6,109.8912,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
7.075,0.022548195,5,95.7068,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
6.465,0.124506117,3,264.7884,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
6.055,0.031151714,6,158.7578,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
19.6,0.041355366,9,88.7514,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
6.96,0.077193561,14,89.9146,8,24,1,1,0,0,1,0,0,0,1,1,0,0,1
17.1,0.032761024,5,148.8392,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
7.565,0.054630544,8,57.393,6,17,1,0,0,1,1,0,0,0,1,0,1,0,0
18.25,0.088807455,5,197.3452,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
19.85,0.064551885,8,125.2704,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
10,0.025867353,3,264.6226,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
8.785,0.053930934,6,123.0414,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
14.8,0.01946418,8,196.3794,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
12.3,0.053930934,13,116.4834,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
14.15,0.035263498,3,254.8014,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
20.2,0.117543713,0,197.311,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
15.6,0.116815953,5,75.567,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
15.1,0.100060762,6,144.0786,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
17.1,0.053930934,6,111.9886,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
6.75,0.108458498,4,96.9752,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
17.6,0.076276208,10,110.9202,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
6.63,0.104183308,0,166.15,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
8.895,0.126760908,2,176.937,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
6.425,0.093983518,6,175.5712,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
15,0.049038621,14,65.4168,1,34,1,1,0,0,1,0,1,0,0,0,0,1,1
11.85,0.053930934,0,51.2666,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
9.5,0.041065647,7,223.5088,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
7.35,0.014295564,6,242.6512,5,36,3,0,1,0,0,1,0,1,0,0,0,1,2
5.615,0.126480422,8,121.573,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
7.075,0.058465268,4,145.3128,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
12.35,0.163148041,9,116.6124,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
19.7,0.066922802,13,174.837,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
19.75,0.01247354,6,187.5872,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
19.5,0.014296484,9,53.7614,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
9,0.081996013,5,216.2534,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
19,0.127469857,13,107.7622,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.2,0.112227747,9,123.5046,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
10.195,0.012528611,10,195.111,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
9.3,0.026818196,4,248.9092,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
16.2,0.176175402,8,184.0608,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
17.85,0.051924192,13,121.0072,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
14.75,0.032862976,8,238.6906,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
11.15,0.099681705,0,107.4622,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18.25,0.299097859,4,157.863,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
9.395,0.100602552,0,88.3856,7,19,1,0,1,0,0,1,0,0,1,0,1,0,0
8.39,0.024304264,5,114.0176,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
13.65,0.035930784,13,184.4924,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
8.05,0.078522357,6,257.1646,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
5.735,0.05696122,6,176.337,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
13.5,0.053930934,0,88.054,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
12,0.020411155,10,98.6042,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
19.1,0.177270016,9,174.0422,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
12.85,0.168312678,5,45.906,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
13.6,0.119077255,4,231.23,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
19.1,0.117825569,9,43.2796,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
5.325,0.138008431,4,54.8298,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
13.65,0.053930934,13,55.8588,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
19.2,0.181769264,11,240.6196,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
12.8,0.023526504,10,223.5404,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
8.92,0.130191993,9,176.837,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
8.3,0.038211537,4,87.7198,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
14.85,0.009930514,13,157.463,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
20.1,0.022425236,6,226.3036,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
8.935,0.040245222,5,54.9298,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
11.6,0.143897558,4,240.6222,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
12.35,0.041907648,8,36.2216,3,12,2,0,0,1,1,0,0,1,0,0,0,1,0
18.6,0.118180011,11,56.2588,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
8.785,0.025962714,6,120.9414,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
8.88,0.098603729,9,210.727,6,17,1,0,0,1,1,0,0,0,1,0,1,0,1
12.1,0.020652362,13,149.5734,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
16.85,0.053930934,13,146.076,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
20.5,0.141106202,15,87.9172,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
11.8,0.107662745,4,224.1772,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
20.25,0.026005891,9,180.9976,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
15.1,0.094037291,6,62.3194,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
9.6,0.024515221,8,189.2214,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
7.825,0.325780807,9,252.7698,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
7.72,0.088864488,6,119.3466,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
9.395,0.103751236,13,235.8932,8,24,1,0,1,0,1,0,0,0,1,1,0,0,0
16,0.099290166,9,214.0902,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
8.75,0.07461309,6,187.4556,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
20.7,0.170500183,3,184.1266,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
6.425,0.063532672,2,133.0626,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
4.88,0.053930934,0,53.1298,6,17,1,0,1,0,0,1,0,0,1,0,1,0,0
12,0.075856062,0,124.5388,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
10.195,0.211539389,3,110.9886,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
5.86,0.151159243,10,156.6314,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
16,0.072317217,9,230.2668,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
16.5,0.036611104,9,180.9318,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
12.85,0.053527105,8,185.1608,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
18,0.008533716,0,78.5618,1,34,1,0,1,0,1,0,1,0,0,0,0,1,0
8.52,0.047377447,14,150.6682,4,36,0,1,0,0,1,0,0,0,1,1,0,0,0
15.35,0.013745883,5,62.0168,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
17.35,0.055648052,0,100.3016,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
20.35,0.021447102,9,76.3328,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
9.8,0.045337184,0,36.8874,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
16.7,0.038606365,13,146.5102,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
14.6,0.059827007,11,239.2538,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
6.765,0.087187488,5,105.5306,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
5.925,0.096000183,4,43.7086,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
8.395,0.071628097,7,251.904,5,36,3,1,0,0,1,0,0,1,0,0,0,1,1
15.5,0.181114059,13,141.647,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
20.6,0.046114018,13,178.2344,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
6.3,0.127647181,3,207.927,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
15.6,0.06216667,13,112.3518,4,36,0,0,1,0,0,1,0,0,1,1,0,0,0
20.35,0.054277132,13,117.3466,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
7.475,0.013146636,9,214.5192,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
9,0.068153091,14,36.019,4,36,0,1,0,0,1,0,0,0,1,1,0,0,0
15.1,0.053930934,6,60.2194,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
13.5,0.017844609,13,81.396,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
6.55,0.034745307,1,158.8288,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
19.1,0.067520165,6,211.3586,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
18.2,0.026059557,0,241.2196,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
16.25,0.077790204,3,93.0804,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
16,0.173109453,13,155.2972,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
13.15,0.03810738,13,86.3856,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
6.67,0.124126756,13,88.9514,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
17.6,0.018905326,8,234.659,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
15.1,0.076229769,0,90.483,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
7.365,0.042626422,6,227.072,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
17.6,0.058181585,10,154.4314,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
9.5,0.053930934,3,79.596,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
7.725,0.047743195,3,248.3092,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
7.1,0.110234793,6,171.708,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
17.7,0.029793955,13,167.2816,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
5.405,0.053924587,3,198.2742,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
10.6,0.035163639,8,84.4224,1,34,1,0,0,1,1,0,1,0,0,0,0,1,0
12.5,0.020739698,1,198.9742,7,19,1,0,1,0,1,0,0,0,1,0,1,0,0
6.36,0.120443298,6,45.406,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
18.6,0.015769693,13,152.1366,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
19.85,0.020961192,13,62.0194,3,12,2,0,1,0,0,1,0,1,0,0,0,1,0
12.35,0.186616421,0,78.6328,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
9.3,0.016087659,4,249.6092,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
15.7,0.037864721,5,124.1046,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
12.85,0.121702394,13,42.7428,6,17,1,0,1,0,1,0,0,0,1,0,1,0,0
5.785,0.053930934,6,87.1856,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
6.92,0.131665479,2,91.8804,2,14,1,0,1,0,0,1,0,0,1,0,1,0,0
15.1,0.052339069,10,242.7512,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
18.25,0.015302653,13,198.0084,9,22,1,0,1,0,1,0,0,1,0,1,0,0,0
18.2,0.022074764,13,141.418,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
5.615,0.12566436,8,123.473,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
15.3,0.02295878,9,101.6332,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
17.85,0.065810045,5,149.105,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
17.1,0.128674983,6,112.3886,7,19,1,0,1,0,1,0,0,0,1,0,1,0,1
6.63,0.174110803,0,166.85,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
8.75,0.053930934,6,188.2556,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
11.6,0.157718931,2,168.3474,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
5.905,0.045838211,3,222.5456,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
16.7,0.119462225,6,182.7976,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
14.65,0.099692906,13,50.9666,2,14,1,0,1,0,0,1,0,0,1,0,1,0,0
20.6,0.048131556,6,187.1556,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
16.5,0.028418817,13,92.8146,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
10.5,0.071548187,5,120.2098,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
15.1,0.025993423,5,147.4076,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
6.115,0.007084185,14,191.153,2,14,1,1,0,0,0,1,0,0,1,0,1,0,1
10.5,0.053930934,0,143.3128,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
9.395,0.109265987,14,42.3112,9,22,1,1,0,0,0,1,0,1,0,1,0,0,0
12.6,0.096212432,13,207.2612,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
7.6,0.142292265,15,171.3448,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
17.2,0.156541861,10,162.4578,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
5.78,0.124110349,13,262.3568,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
20.2,0.039247736,2,157.663,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
12.8,0.069560905,15,263.0252,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
8.18,0.013066448,9,140.9154,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
6.635,0.046090204,5,37.1506,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
17.5,0.013637046,5,258.5304,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
19.85,0.054245722,12,196.0768,3,12,2,0,1,0,1,0,0,1,0,0,0,1,1
12.15,0.06479182,11,254.004,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
10.6,0.095064731,4,232.4642,0,23,0,1,0,0,1,0,0,0,1,0,0,1,0
14.15,0.037967687,15,125.6046,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
11.6,0.078863888,5,83.2276,1,34,1,0,1,0,0,1,1,0,0,0,0,1,1
13.65,0.184167712,3,213.7902,8,24,1,0,1,0,0,1,0,0,1,1,0,0,1
12.1,0.029949818,14,146.3444,2,14,1,1,0,0,1,0,0,0,1,0,1,0,1
20.25,0.148302815,8,108.3938,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
16.6,0.026645307,5,53.5614,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
15.7,0.030765898,7,43.277,7,19,1,1,0,0,1,0,0,0,1,0,1,0,0
17.1,0.129140919,6,109.4886,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
9.895,0.16817143,14,237.7564,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
8.71,0.04605781,4,43.8744,9,22,1,0,1,0,0,1,0,1,0,1,0,0,0
20.5,0.060847634,5,75.0696,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
18,0.143495952,6,88.7514,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
8.76,0.050256604,8,127.3336,3,12,2,0,0,1,1,0,0,1,0,0,0,1,1
19.6,0.094161662,9,251.9698,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
9.395,0.069968018,11,83.9908,4,36,0,0,0,1,1,0,0,0,1,1,0,0,0
15.1,0.076385385,0,88.483,3,12,2,0,1,0,1,0,0,1,0,0,0,1,0
12.15,0.029569276,9,115.015,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
17.35,0.167722519,9,176.3712,7,19,1,0,0,1,1,0,0,0,1,0,1,0,1
14.85,0.035311852,6,160.9578,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
6.765,0.087753682,5,105.3306,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
9.3,0.04295842,6,89.3172,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
11.8,0.170251293,3,116.4834,6,17,1,0,1,0,0,1,0,0,1,0,1,0,1
19.35,0.137697119,0,47.1034,0,23,0,0,1,0,0,1,0,0,1,0,0,1,0
5.51,0.034445116,8,95.8726,1,34,1,0,0,1,1,0,1,0,0,0,0,1,1
9.3,0.066727717,5,181.6292,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
20,0.058198141,8,110.4544,5,36,3,0,0,1,1,0,0,1,0,0,0,1,1
13.65,0.080765853,5,262.8936,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
9.8,0.043663452,13,217.185,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
17.1,0.053930934,1,85.5566,9,22,1,0,1,0,1,0,0,1,0,1,0,0,1
10.5,0.011026594,13,166.4842,3,12,2,0,1,0,0,1,0,1,0,0,0,1,1
12.65,0.061999648,0,230.001,4,36,0,0,1,0,1,0,0,0,1,1,0,0,0
11.15,0.008296692,4,150.6708,7,19,1,0,1,0,0,1,0,0,1,0,1,0,1
10.3,0.011189235,13,86.654,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
9.31,0.038169783,5,64.551,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
12.6,0.096756649,13,208.7612,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
10.5,0.071660976,5,119.7098,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
19.1,0.091917786,11,182.7608,8,24,1,0,0,1,1,0,0,0,1,1,0,0,1
6.115,0.007043008,14,190.353,6,17,1,1,0,0,0,1,0,0,1,0,1,0,0
15.75,0.166174549,4,37.4506,7,19,1,1,0,0,1,0,0,0,1,0,1,0,1
13.65,0.081096613,5,261.2936,2,14,1,0,1,0,0,1,0,0,1,0,1,0,1
16.35,0.020664178,6,50.8324,2,14,1,0,1,0,1,0,0,0,1,0,1,0,1
17.5,0.053930934,5,258.3304,1,34,1,0,1,0,1,0,1,0,0,0,0,1,1
16.2,0.050625182,9,193.1162,2,14,1,0,0,1,1,0,0,0,1,0,1,0,1
14.3,0.127541722,5,84.9224,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
14.3,0.127517605,5,86.0224,6,17,1,0,1,0,1,0,0,0,1,0,1,0,1
17,0.138846289,3,263.7884,5,36,3,0,1,0,0,1,0,1,0,0,0,1,1
18.2,0.270300331,6,38.319,0,23,0,0,1,0,1,0,0,0,1,0,0,1,0
9.195,0.122304725,6,99.2016,8,24,1,0,1,0,0,1,0,0,1,1,0,0,0
13.85,0.025936747,5,164.921,9,22,1,0,1,0,0,1,0,1,0,1,0,0,1
19.85,0.054025644,12,197.2768,8,24,1,0,1,0,1,0,0,0,1,1,0,0,1
17.25,0.113694957,9,253.4724,9,22,1,0,0,1,1,0,0,1,0,1,0,0,1
11.65,0.173206192,4,53.3298,5,36,3,0,1,0,1,0,0,1,0,0,0,1,1
